filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
006678.txt,241,185,428,253,-2.79,-6,1,17
006678.txt,166,185,393,262,-2.72,-6,1,14
006678.txt,0,194,267,364,0.7,-5,1,7
006678.txt,1147,197,1241,374,-0.93,6,1,5
006679.txt,996,220,1241,374,0.64,2,1,1
006679.txt,494,165,580,237,1.72,-1,1,20
006679.txt,705,171,783,242,-1.69,3,1,20
006679.txt,555,177,604,216,1.65,-1,1,29
006679.txt,570,167,612,208,1.65,0,1,35
006679.txt,610,170,652,193,-0.27,1,1,51
006679.txt,260,173,470,243,-2.83,-5,1,16
006680.txt,261,174,310,198,2.02,-21,1,47
006680.txt,573,172,615,213,-1.56,0,1,30
006681.txt,615,174,668,226,-1.55,1,1,24
006681.txt,314,186,421,244,1.98,-6,1,19
006682.txt,382,174,505,255,-1.36,-3,1,15
006682.txt,972,138,1058,207,-0.25,10,0,18
006682.txt,544,160,569,220,0.24,-1,1,22
006682.txt,731,158,772,195,-0.54,6,0,32
006682.txt,403,160,424,226,0.25,-5,1,19
006682.txt,834,154,861,195,-1.38,10,0,30
006682.txt,226,177,249,228,0.62,-12,1,24
006682.txt,219,179,243,229,0.61,-12,1,23
006682.txt,305,174,327,225,-2.79,-9,1,22
006682.txt,278,173,315,235,-3.02,-9,1,20
006682.txt,387,160,410,223,-2.85,-6,1,22
006682.txt,1094,143,1223,180,-0.67,24,0,31
006682.txt,990,156,1106,187,-0.54,19,0,30
006683.txt,352,194,389,226,1.5,-13,2,40
006683.txt,165,196,440,374,1.85,-3,1,8
006684.txt,574,183,663,268,-1.58,0,1,15
006684.txt,18,209,139,255,2.54,-18,2,25
006684.txt,1085,186,1241,250,2.54,15,1,19
006684.txt,392,190,430,214,1.82,-14,3,54
006685.txt,498,145,589,359,1.94,0,1,6
006686.txt,302,195,467,303,1.87,-3,1,11
006686.txt,396,183,490,217,2.97,-7,2,34
006687.txt,0,182,327,350,2.1,-4,1,7
006687.txt,220,157,415,283,1.88,-4,1,12
006687.txt,382,178,469,233,1.73,-5,1,20
006687.txt,430,169,489,212,1.72,-6,1,29
006687.txt,879,127,1161,237,2.65,9,1,16
006688.txt,0,221,212,374,2.43,-3,1,3
006688.txt,320,187,458,233,0.31,-8,2,26
006689.txt,585,180,633,226,-1.56,0,1,26
006689.txt,216,195,322,243,1.96,-10,2,23
006689.txt,410,187,452,212,1.85,-11,2,45
006689.txt,431,183,469,206,1.79,-11,2,50
006689.txt,633,178,687,198,-0.86,3,1,53
006690.txt,633,150,705,189,-1.77,5,1,73
006690.txt,0,205,72,317,2.33,-9,1,9
006690.txt,333,185,413,230,1.9,-9,2,29
006691.txt,448,184,539,243,1.73,-3,1,21
006692.txt,0,179,395,374,-1.09,-3,1,5
006692.txt,359,184,485,263,1.81,-3,1,15
006692.txt,687,177,796,259,-1.73,2,1,14
006692.txt,647,176,706,222,-1.65,2,1,25
006692.txt,634,142,692,211,-1.65,2,1,32
006692.txt,544,175,563,191,1.63,-5,1,69
006693.txt,55,192,182,247,2.16,-16,2,24
006693.txt,359,186,401,206,1.9,-16,2,51
006694.txt,818,175,1150,374,-2.01,3,1,6
006694.txt,721,176,886,289,-1.84,2,1,11
006694.txt,432,128,535,233,1.72,-3,1,20
006694.txt,663,175,720,221,-1.65,2,1,24
006694.txt,622,167,652,196,-1.62,1,1,50
006695.txt,813,0,1171,374,-2.25,2,1,3
006695.txt,722,147,915,299,-1.82,2,1,10
006695.txt,688,171,799,251,1.36,2,1,16
006695.txt,639,175,705,221,-1.77,2,1,24
006695.txt,0,195,99,260,-1.31,-14,2,18
006695.txt,161,197,208,252,-1.45,-10,1,18
006695.txt,482,174,498,215,1.65,-5,1,32
006695.txt,603,172,660,213,-1.82,0,1,31
006695.txt,567,177,605,202,-1.76,-1,1,43
006696.txt,833,159,876,226,-1.91,6,1,20
006696.txt,256,186,339,225,2.0,-13,2,31
006696.txt,313,184,367,210,1.93,-17,2,46
006697.txt,522,174,560,198,1.75,-3,1,45
006698.txt,355,163,439,203,1.74,-23,2,81
006699.txt,1,151,298,275,2.4,-8,1,13
006699.txt,880,179,989,252,-1.74,7,1,17
006699.txt,589,171,637,201,1.95,0,1,45
006699.txt,842,177,886,218,-1.54,10,1,29
006700.txt,344,186,446,268,1.83,-5,2,18
006700.txt,680,179,698,226,-0.17,2,2,27
006701.txt,584,175,611,194,1.66,0,1,56
006702.txt,610,174,664,226,-1.53,0,1,24
006702.txt,512,179,563,214,1.75,-3,1,31
006702.txt,467,180,518,211,1.85,-5,1,35
006703.txt,383,136,590,199,-0.21,-7,0,45
006703.txt,289,207,407,373,-1.24,-2,1,5
006703.txt,210,209,336,373,-1.15,-2,1,5
006703.txt,289,206,377,347,1.96,-2,1,7
006703.txt,337,201,407,322,-1.25,-2,1,8
006703.txt,368,193,428,301,1.86,-2,1,9
006703.txt,9,154,132,373,-1.14,-4,1,6
006703.txt,43,158,142,356,2.21,-4,1,6
006704.txt,0,99,151,374,2.06,-2,1,2
006704.txt,515,176,535,239,-1.79,-2,1,18
006704.txt,929,163,984,261,2.44,5,1,12
006704.txt,645,168,663,217,1.34,1,1,28
006704.txt,666,168,686,217,1.31,2,1,28
006705.txt,564,164,586,188,1.6,-3,1,64
006706.txt,127,186,296,288,2.01,-6,1,12
006706.txt,388,179,436,205,1.78,-12,1,44
006707.txt,722,181,932,295,-1.19,3,1,11
006707.txt,570,151,777,274,-0.95,1,1,14
006707.txt,1071,156,1183,238,-1.55,10,1,14
006707.txt,414,208,686,277,2.34,-1,1,15
006707.txt,397,182,587,255,-0.72,-2,1,17
006707.txt,328,188,461,243,-0.65,-6,1,20
006707.txt,358,191,480,248,2.49,-5,1,19
006707.txt,26,198,131,246,-1.82,-16,2,22
006708.txt,569,177,624,230,-1.55,0,1,23
006708.txt,462,183,511,216,1.74,-6,2,35
006710.txt,137,184,360,267,-2.7,-6,1,13
006710.txt,766,177,899,232,-2.37,6,1,20
006710.txt,369,177,482,216,-2.92,-7,1,28
006710.txt,609,176,645,201,-1.68,0,1,42
006711.txt,358,181,378,199,2.57,-22,2,68
006711.txt,454,176,505,194,2.56,-12,1,67
006712.txt,549,173,570,191,-1.49,-4,1,67
006712.txt,585,160,612,189,-1.59,-1,1,76
006712.txt,320,178,366,204,1.93,-23,2,62
006712.txt,439,153,512,200,-1.4,-10,1,57
006713.txt,633,162,675,193,-1.7,4,2,73
006713.txt,216,160,299,224,2.04,-16,2,34
006713.txt,45,197,197,261,2.17,-12,2,18
006713.txt,447,177,479,199,1.79,-13,2,65
006714.txt,590,162,617,192,-1.57,0,1,75
006714.txt,842,179,948,218,-2.83,10,1,27
006714.txt,66,196,182,234,2.17,-21,2,31
006714.txt,418,182,446,198,1.84,-17,2,69
006715.txt,562,174,580,190,-1.51,-4,1,79
006715.txt,591,161,619,190,-1.58,0,1,75
006716.txt,672,179,693,196,-1.71,6,2,64
006716.txt,420,171,476,212,1.81,-10,2,47
006717.txt,568,180,619,229,-1.56,0,1,25
006717.txt,243,199,372,271,1.95,-7,2,17
006717.txt,462,187,527,233,1.74,-4,2,26
006717.txt,789,170,826,192,-1.81,18,1,68
006717.txt,0,199,35,286,2.26,-12,2,14
006718.txt,606,178,632,203,-1.59,0,1,47
006718.txt,767,181,1070,368,-1.93,2,1,7
006718.txt,675,179,742,230,-1.69,3,1,23
006718.txt,719,177,860,282,-1.78,2,1,12
006718.txt,250,191,368,233,0.32,-11,2,28
006718.txt,97,192,230,235,0.57,-17,2,28
006718.txt,0,198,57,240,0.76,-24,2,28
006718.txt,654,178,689,206,-1.67,3,1,41
006719.txt,257,182,417,251,2.13,-6,1,18
006719.txt,518,175,660,222,2.52,0,1,25
006719.txt,918,159,1128,230,-0.56,10,1,17
006720.txt,744,195,884,291,-1.82,3,2,14
006720.txt,0,165,110,374,-2.22,-5,1,4
006720.txt,683,178,737,230,-1.68,4,2,31
006721.txt,574,177,631,223,-1.55,0,1,23
006721.txt,117,187,382,331,-1.93,-4,1,9
006721.txt,214,180,427,282,-2.09,-5,1,12
006721.txt,423,175,524,219,-2.29,-5,1,26
006721.txt,497,174,568,203,-2.55,-4,1,42
006721.txt,820,0,1241,374,-2.14,3,1,5
006721.txt,669,181,722,218,-1.68,3,1,29
006721.txt,640,163,676,200,-1.65,3,1,50
006721.txt,590,176,627,209,-1.55,0,1,34
006721.txt,0,129,135,294,2.26,-8,1,9
006721.txt,222,178,303,211,2.08,-14,1,31
006722.txt,354,158,420,306,-2.86,-2,1,8
006723.txt,545,173,570,191,-1.51,-3,1,52
006723.txt,298,179,409,238,-1.24,-6,1,18
006723.txt,464,173,538,230,-1.41,-3,1,22
006723.txt,523,167,540,184,-1.54,-7,1,65
006724.txt,689,179,753,228,-1.74,3,1,22
006724.txt,819,178,910,231,-1.93,7,1,21
006725.txt,0,202,352,374,2.15,-3,1,5
006725.txt,217,169,466,334,1.92,-3,1,9
006725.txt,940,99,1241,250,-0.65,9,1,14
006725.txt,445,177,537,251,1.77,-3,1,19
006725.txt,686,170,766,228,-1.75,3,1,24
006725.txt,492,177,551,232,1.7,-2,1,23
006726.txt,576,172,635,226,-1.57,0,1,23
006726.txt,217,187,411,293,-1.21,-4,1,12
006726.txt,405,142,509,234,-1.38,-4,1,22
006726.txt,495,174,540,211,-1.45,-4,1,34
006726.txt,534,156,564,190,-1.52,-6,0,79
006727.txt,540,192,576,221,1.64,-2,2,39
006728.txt,842,151,1241,374,-0.6,3,1,3
006728.txt,157,120,522,374,1.87,-2,1,8
006728.txt,1170,144,1224,296,-2.25,7,1,8
006728.txt,777,165,805,230,-1.81,4,1,18
006728.txt,675,179,746,237,-1.73,2,1,21
006728.txt,654,172,714,224,-1.72,2,1,26
006728.txt,612,171,622,196,0.73,0,1,53
006728.txt,546,172,568,194,1.64,-4,1,63
006729.txt,581,178,597,191,-1.59,-2,1,73
006729.txt,347,183,427,229,1.9,-8,1,26
006729.txt,468,179,502,202,1.71,-8,1,48
006730.txt,502,182,555,222,1.68,-3,1,28
006731.txt,519,201,902,374,-2.19,0,1,6
006731.txt,401,207,620,338,-1.94,-1,1,10
006731.txt,341,208,475,298,-1.85,-4,2,14
006731.txt,19,205,103,276,1.68,-17,2,22
006731.txt,0,223,52,320,1.68,-11,2,13
006731.txt,235,212,293,253,-1.7,-14,3,29
006731.txt,92,214,128,245,1.6,-28,3,41
006732.txt,377,190,544,310,1.77,-2,1,10
006733.txt,0,212,339,374,2.12,-3,1,5
006733.txt,0,220,70,374,2.38,-6,1,5
006733.txt,654,179,709,223,-1.67,2,1,27
006733.txt,292,194,454,295,1.87,-3,1,12
006733.txt,805,165,996,222,2.77,8,1,20
006733.txt,786,153,940,216,2.82,8,1,23
006733.txt,412,199,462,226,-1.34,-6,1,27
006733.txt,336,192,431,249,1.88,-6,2,20
006733.txt,745,164,862,206,2.9,7,1,29
006733.txt,478,184,516,212,1.72,-6,2,42
006733.txt,1075,135,1233,188,-0.67,22,0,29
006734.txt,0,172,163,374,2.24,-3,1,4
006734.txt,0,176,269,374,2.09,-2,1,4
006734.txt,261,191,421,275,1.91,-5,1,15
006734.txt,446,174,491,251,1.79,-3,1,17
006734.txt,469,183,527,215,1.81,-5,1,34
006735.txt,235,186,490,358,-1.24,-3,1,9
006735.txt,476,189,556,253,1.73,-2,2,20
006735.txt,569,189,597,211,1.63,-1,2,49
006736.txt,646,175,681,199,-1.37,3,1,47
006736.txt,377,184,465,233,1.99,-6,1,25
006736.txt,430,175,500,225,1.91,-5,2,29
006736.txt,680,171,723,208,-1.64,4,1,33
006736.txt,685,161,716,202,-1.53,4,1,38
006737.txt,398,182,437,203,1.88,-15,2,56
006737.txt,459,181,484,197,1.75,-13,2,71
006737.txt,495,160,542,193,1.7,-10,2,82
006737.txt,701,169,713,198,-1.7,6,1,44
006738.txt,210,183,313,227,2.01,-13,1,28
006738.txt,0,116,192,244,2.19,-20,2,27
006738.txt,144,132,290,223,2.06,-20,2,37
006738.txt,385,160,431,197,1.84,-19,2,68
006739.txt,426,179,488,240,1.63,-4,1,22
006739.txt,442,185,485,216,1.47,-7,2,36
006740.txt,590,179,668,241,-1.74,0,1,20
006740.txt,295,184,355,219,1.96,-12,2,32
006740.txt,375,184,435,220,1.8,-9,2,32
006741.txt,786,164,813,216,-1.78,6,1,26
006741.txt,414,179,452,199,1.84,-13,2,55
006742.txt,996,164,1241,240,2.49,10,1,15
006742.txt,570,182,597,206,-1.62,-1,2,50
006742.txt,480,185,512,208,1.67,-7,2,48
006743.txt,561,176,613,226,-1.55,0,1,25
006743.txt,533,179,551,195,1.67,-7,2,76
006743.txt,841,169,884,189,-1.94,18,1,52
006743.txt,868,159,926,188,-1.93,18,0,46
006743.txt,944,150,1045,194,-2.03,18,1,35
006744.txt,1184,114,1223,235,0.85,9,0,10
006744.txt,764,151,828,173,2.83,13,0,51
006744.txt,559,164,580,181,-1.53,-3,0,65
006744.txt,625,162,640,180,3.1,2,0,72
006745.txt,968,145,1020,289,-2.0,4,1,8
006745.txt,0,139,271,373,2.28,-2,1,2
006745.txt,612,163,655,198,1.63,1,0,32
006745.txt,801,157,828,230,-1.72,4,1,16
006745.txt,680,132,743,204,-1.64,4,0,28
006746.txt,1035,173,1241,294,1.93,7,1,10
006746.txt,836,154,1081,255,2.67,6,1,13
006746.txt,793,151,1064,243,2.69,6,1,15
006746.txt,35,188,361,374,1.94,-4,1,8
006746.txt,537,124,681,223,-1.26,0,1,31
006747.txt,568,162,596,191,-1.6,-3,1,76
006747.txt,111,196,188,224,2.2,-27,2,43
006747.txt,474,160,515,192,-1.46,-12,2,82
006749.txt,998,137,1103,237,-0.53,8,1,13
006749.txt,964,146,990,211,-1.7,10,0,20
006749.txt,228,136,340,369,2.26,-1,1,4
006749.txt,88,128,199,369,2.34,-3,1,5
006749.txt,185,110,302,369,2.5,-2,1,4
006749.txt,755,155,781,244,2.96,3,1,14
006749.txt,930,148,1020,226,2.89,8,1,15
006749.txt,1051,141,1095,251,2.59,7,1,11
006749.txt,1075,129,1120,260,2.29,7,1,10
006749.txt,593,158,612,179,-1.57,0,0,71
006750.txt,511,157,746,251,2.88,0,1,12
006750.txt,0,149,86,257,-2.6,-9,1,10
006750.txt,806,159,922,274,2.4,3,1,10
006751.txt,787,204,1241,374,-2.05,2,1,4
006751.txt,514,189,559,227,1.64,-2,2,29
006751.txt,647,184,688,218,-1.65,2,2,35
006751.txt,552,185,578,209,-1.54,-2,2,47
006752.txt,333,179,521,308,-1.34,-2,1,10
006752.txt,741,166,1035,374,-1.84,2,1,7
006752.txt,436,181,560,261,-1.34,-2,1,15
006752.txt,710,182,841,275,-1.75,2,1,13
006752.txt,435,168,454,244,-1.31,-4,1,17
006752.txt,452,170,462,234,-1.35,-4,1,20
006752.txt,569,173,601,202,-1.55,-1,1,42
006752.txt,659,176,694,205,-1.66,3,1,41
006752.txt,456,171,470,236,-1.37,-4,1,20
006753.txt,0,196,99,374,-2.35,-6,1,5
006753.txt,110,179,331,272,-2.63,-7,1,13
006753.txt,239,158,441,244,-2.81,-6,1,17
006753.txt,753,177,876,229,-2.35,6,1,22
006753.txt,625,179,671,210,-1.76,1,1,34
006753.txt,381,177,488,214,-2.93,-7,1,29
006754.txt,112,181,436,374,-1.19,-3,1,7
006754.txt,752,180,1021,348,-1.88,2,1,8
006754.txt,392,183,499,251,1.78,-3,1,17
006754.txt,679,176,773,248,-1.71,2,1,16
006754.txt,646,175,700,217,-1.64,2,1,27
006754.txt,427,174,511,213,-2.98,-6,1,34
006754.txt,634,143,689,209,-1.65,2,1,34
006754.txt,546,173,565,189,1.62,-5,1,71
006755.txt,0,188,401,374,-1.13,-3,1,6
006755.txt,785,184,1153,374,-2.01,2,1,6
006755.txt,371,122,520,267,1.77,-3,1,15
006755.txt,676,181,751,240,-1.68,2,1,20
006755.txt,555,181,576,198,-1.49,-4,2,69
006756.txt,0,182,37,235,2.34,-19,1,20
006756.txt,171,174,278,217,2.57,-17,1,31
006756.txt,115,184,218,218,2.57,-22,2,36
006756.txt,373,174,460,202,2.98,-12,1,45
006756.txt,277,162,332,197,1.97,-27,2,65
006756.txt,838,171,904,194,2.78,17,1,48
006757.txt,567,175,620,227,-1.55,0,1,24
006757.txt,476,179,514,210,1.73,-6,2,40
006757.txt,957,165,1036,195,-2.08,18,1,35
006757.txt,1235,136,1241,206,-2.36,18,0,17
006758.txt,912,172,1241,374,-2.12,3,1,3
006758.txt,890,177,1054,289,-1.41,5,1,10
006758.txt,1025,155,1129,220,-1.38,12,1,19
006758.txt,921,167,1002,205,-1.23,14,1,29
006759.txt,585,179,615,209,-1.58,0,2,41
006759.txt,429,166,469,192,1.67,-25,2,118
006760.txt,582,177,647,239,-1.58,0,1,21
006760.txt,783,161,825,229,-1.88,5,1,20
006760.txt,471,124,558,216,-1.45,-4,1,36
006760.txt,268,57,530,279,-1.35,-4,1,19
006761.txt,824,130,1028,341,-2.71,2,1,6
006761.txt,819,160,866,305,2.82,2,1,8
006761.txt,758,168,795,278,2.37,2,1,10
006761.txt,0,204,191,294,2.2,-9,1,13
006761.txt,391,186,444,216,1.86,-9,2,35
006762.txt,599,181,627,209,-1.58,0,2,45
006762.txt,473,187,503,208,1.74,-8,2,50
006762.txt,1096,156,1178,317,-2.18,5,1,7
006763.txt,344,173,468,276,1.74,-3,1,13
006763.txt,432,178,482,219,1.53,-6,1,28
006764.txt,0,192,348,374,-1.0,-3,1,4
006764.txt,338,119,514,286,1.79,-3,1,14
006764.txt,683,181,766,244,-1.7,2,1,18
006764.txt,629,171,665,206,-1.64,2,1,43
006764.txt,555,181,576,199,-1.49,-4,2,67
006765.txt,47,175,450,374,-1.25,-2,1,6
006765.txt,659,173,723,220,-1.7,2,1,25
006765.txt,723,176,948,318,-1.85,2,1,9
006765.txt,397,165,416,242,-1.3,-4,1,17
006765.txt,644,170,684,203,-1.68,2,1,37
006765.txt,405,166,421,244,-1.31,-4,1,16
006766.txt,595,176,619,198,-1.57,0,1,52
006766.txt,740,193,961,343,-1.84,2,1,8
006766.txt,702,181,833,273,-1.78,2,1,13
006766.txt,671,178,731,227,-1.71,2,1,24
006766.txt,654,173,708,218,-1.69,2,1,28
006766.txt,374,185,429,204,0.29,-17,2,62
006767.txt,452,185,506,232,-1.46,-4,2,26
006767.txt,473,183,522,220,1.7,-5,2,32
006767.txt,168,178,362,249,-2.91,-9,1,19
006768.txt,752,161,839,373,-1.71,1,1,5
006768.txt,832,152,911,373,-1.83,2,1,5
006768.txt,219,159,310,369,-1.17,-3,1,6
006768.txt,820,169,854,254,-2.9,4,1,15
006768.txt,1019,160,1077,306,-1.69,5,1,8
006768.txt,620,171,645,199,1.6,2,1,55
006769.txt,119,161,377,276,-2.66,-6,1,12
006769.txt,829,147,913,200,-1.87,11,1,30
006769.txt,891,158,965,195,-1.97,13,0,31
006769.txt,324,175,472,226,-2.87,-6,1,22
006769.txt,368,164,500,213,-2.9,-6,1,27
006770.txt,261,195,392,271,1.93,-6,1,15
006770.txt,679,177,766,239,-1.72,2,1,19
006770.txt,433,180,493,226,1.77,-6,2,29
006770.txt,463,182,510,216,1.75,-6,2,36
006770.txt,1150,129,1241,190,0.82,24,0,29
006771.txt,590,163,622,198,-1.58,0,2,65
006771.txt,64,192,101,239,2.24,-21,2,28
006771.txt,214,190,309,236,2.0,-13,2,28
006771.txt,726,162,757,221,-1.76,4,1,23
006772.txt,797,195,1158,374,-1.96,3,1,7
006772.txt,720,182,885,294,-1.83,3,1,12
006772.txt,672,145,785,249,-1.74,2,1,19
006772.txt,487,178,539,228,1.63,-3,1,24
006772.txt,659,180,707,216,-1.68,3,1,30
006772.txt,523,180,559,207,1.63,-3,1,37
006773.txt,701,169,745,207,-1.61,5,0,32
006774.txt,478,172,545,232,1.68,-3,2,26
006774.txt,543,180,570,205,1.66,-3,2,50
006775.txt,723,164,757,194,-1.52,8,1,45
006775.txt,662,172,696,197,-1.4,4,1,45
006775.txt,584,142,666,209,-1.28,0,1,31
006775.txt,0,194,152,273,2.46,-11,1,14
006775.txt,482,179,623,259,-1.15,-1,1,15
006775.txt,339,183,427,226,2.03,-8,1,27
006776.txt,452,185,530,242,1.75,-3,1,21
006776.txt,300,186,335,234,2.01,-10,2,25
006777.txt,761,172,780,222,1.33,5,1,25
006777.txt,149,184,260,233,2.07,-14,2,25
006778.txt,388,184,509,253,1.88,-3,1,18
006778.txt,555,182,600,214,1.71,-1,1,34
006778.txt,683,171,712,235,-1.63,2,1,20
006779.txt,590,175,614,198,-1.57,0,1,50
006779.txt,772,183,1052,361,-1.94,2,1,8
006779.txt,703,174,857,287,-1.8,2,1,12
006779.txt,685,171,774,253,-1.8,2,1,16
006779.txt,654,177,713,222,-1.71,2,1,26
006779.txt,636,176,667,204,-1.62,2,1,41
006780.txt,580,183,603,202,-1.64,-1,1,55
006780.txt,0,190,276,375,-1.05,-4,1,7
006780.txt,0,167,96,297,-0.9,-9,1,10
006780.txt,167,170,315,247,-1.2,-10,1,20
006780.txt,387,188,462,238,-1.39,-5,1,22
006780.txt,462,184,495,210,-1.48,-7,1,42
006780.txt,531,166,562,202,-1.58,-4,1,55
006781.txt,558,177,621,235,-1.57,0,1,22
006781.txt,0,236,220,375,-0.65,-3,1,2
006781.txt,161,191,450,361,-1.22,-3,1,8
006781.txt,147,183,319,268,-1.1,-7,1,15
006781.txt,355,179,430,227,-1.28,-7,1,26
006781.txt,311,183,373,216,-1.22,-12,1,33
006782.txt,371,173,439,203,2.54,-12,1,45
006782.txt,488,170,557,193,3.06,-6,1,55
006782.txt,948,166,1008,186,2.68,28,1,55
006783.txt,0,185,255,328,-2.47,-6,1,8
006783.txt,164,155,399,257,0.38,-7,1,15
006783.txt,1033,189,1241,374,-0.68,6,1,6
006783.txt,905,183,1236,309,-0.53,5,1,9
006783.txt,864,181,1081,280,-0.53,5,1,12
006783.txt,788,180,1019,266,2.71,5,1,14
006783.txt,748,183,948,248,-0.37,5,1,17
006783.txt,743,171,902,239,-0.31,5,1,19
006783.txt,355,179,485,221,-2.91,-7,1,26
006783.txt,391,179,500,217,-2.91,-6,1,29
006783.txt,631,179,677,212,-1.69,1,1,32
006783.txt,606,168,622,187,-1.58,0,1,93
006784.txt,542,187,572,219,1.54,-3,2,42
006785.txt,593,169,621,196,-1.59,0,1,46
006785.txt,182,181,475,374,-1.25,-2,1,8
006785.txt,710,154,798,250,-2.53,2,1,13
006785.txt,717,162,737,239,3.02,2,1,15
006785.txt,687,170,706,234,2.45,2,1,17
006785.txt,331,170,348,249,0.34,-5,1,14
006785.txt,704,156,775,234,-2.73,2,1,16
006786.txt,578,170,607,199,-1.57,-1,1,43
006786.txt,405,157,457,187,1.69,-24,1,103
006787.txt,68,203,409,374,2.08,-3,1,7
006787.txt,396,201,542,301,1.91,-2,2,13
006787.txt,716,178,764,211,-1.37,7,2,40
006787.txt,487,199,545,234,-2.23,-4,3,38
006787.txt,891,168,1024,208,-0.09,13,1,27
006787.txt,757,175,790,199,1.72,11,1,50
006788.txt,433,182,560,238,-1.09,-2,1,19
006788.txt,324,159,436,224,2.03,-8,1,28
006788.txt,496,143,567,204,1.74,-5,2,56
006789.txt,617,177,694,246,-1.56,1,1,18
006789.txt,0,203,253,375,-0.88,-4,1,4
006789.txt,67,193,271,277,-1.04,-8,1,14
006789.txt,215,49,499,287,-1.32,-4,1,16
006789.txt,458,179,510,218,-1.43,-5,1,30
006789.txt,504,139,552,200,-1.51,-5,0,52
006789.txt,0,195,96,270,-0.87,-12,1,14
006789.txt,682,184,716,209,-1.43,5,1,43
006789.txt,749,184,781,200,-1.21,14,1,66
006790.txt,487,183,547,225,1.7,-3,1,27
006791.txt,0,189,136,249,2.22,-16,2,21
006791.txt,178,175,264,214,2.05,-20,2,39
006791.txt,259,183,294,209,2.02,-20,2,44
006791.txt,354,185,400,212,1.88,-13,2,42
006791.txt,310,186,367,212,1.95,-16,2,44
006791.txt,394,183,428,203,1.85,-16,2,60
006792.txt,246,185,320,219,1.99,-15,2,34
006792.txt,347,184,392,206,1.9,-15,2,47
006793.txt,0,211,124,338,0.81,-8,1,9
006793.txt,489,179,543,200,-3.0,-6,2,53
006794.txt,586,179,617,209,-1.58,0,2,41
006795.txt,216,164,299,324,0.51,-3,1,7
006796.txt,912,187,1241,374,-2.12,3,1,4
006796.txt,805,177,1026,312,-1.88,3,1,10
006798.txt,981,215,1241,374,-2.29,3,1,3
006798.txt,814,191,1129,367,-1.96,3,1,8
006798.txt,712,171,860,274,-1.83,3,1,13
006798.txt,465,166,535,235,1.68,-3,1,21
006798.txt,668,180,727,222,-1.68,3,1,26
006798.txt,690,178,764,233,1.42,3,1,21
006798.txt,538,175,567,201,1.62,-3,1,43
006799.txt,291,159,355,323,0.38,-3,1,7
006800.txt,561,158,594,246,-3.06,0,1,15
006800.txt,539,156,592,275,1.75,0,1,11
006800.txt,344,132,545,285,1.85,-2,1,12
006800.txt,1067,187,1177,331,2.53,4,1,6
006800.txt,980,186,1071,313,1.22,4,1,7
006801.txt,309,159,329,208,-1.38,-10,1,26
006801.txt,409,162,423,197,-1.32,-9,0,36
006801.txt,310,155,324,192,-1.34,-15,0,37
006801.txt,960,180,1069,229,-2.16,13,1,23
006801.txt,1034,183,1155,229,-2.24,16,1,23
006801.txt,1097,183,1223,230,0.89,19,1,24
006801.txt,338,155,351,194,-1.23,-13,0,36
006801.txt,320,158,339,193,-1.3,-14,0,36
006801.txt,516,163,571,275,-2.3,0,1,10
006801.txt,665,153,708,272,-2.6,1,1,11
006801.txt,392,162,427,230,1.8,-5,1,19
006801.txt,601,171,637,199,-1.63,0,0,37
006801.txt,1060,175,1084,212,2.55,23,1,35
006802.txt,416,141,519,229,1.76,-4,1,23
006802.txt,495,178,561,211,1.83,-3,1,32
006802.txt,683,168,715,200,3.13,5,1,41
006803.txt,229,184,327,233,1.99,-13,2,29
006805.txt,0,197,174,374,-1.71,-5,1,6
006805.txt,211,182,421,288,-2.1,-5,1,12
006805.txt,414,173,522,218,-2.64,-5,1,28
006805.txt,392,189,452,238,-3.04,-4,1,19
006805.txt,718,187,844,266,-1.79,3,1,15
006805.txt,650,159,705,211,-1.7,3,1,36
006805.txt,594,180,633,215,-1.57,0,1,32
006805.txt,0,184,60,241,2.3,-14,1,16
006806.txt,421,168,510,244,1.75,-3,1,19
006806.txt,519,177,559,207,1.64,-3,1,37
006807.txt,68,155,154,328,-2.41,-5,1,7
006808.txt,782,185,1021,336,-1.92,3,1,10
006808.txt,481,201,576,283,1.7,-1,2,15
006808.txt,571,194,608,232,-1.56,0,2,32
006808.txt,685,186,732,229,-1.69,4,2,32
006809.txt,197,185,381,314,1.95,-5,2,12
006809.txt,733,185,754,243,-0.19,4,2,22
006810.txt,980,193,1241,374,-2.39,2,1,2
006810.txt,814,163,843,252,1.3,4,1,13
006810.txt,685,178,795,256,-1.78,2,1,16
006810.txt,642,172,676,205,-1.63,2,1,39
006810.txt,229,196,354,261,1.92,-7,1,17
006810.txt,314,185,406,238,1.88,-7,1,23
006811.txt,582,177,599,190,-1.59,-1,1,72
006811.txt,0,193,141,324,2.31,-8,1,8
006812.txt,648,163,753,238,1.31,2,1,19
006812.txt,371,186,448,246,1.7,-5,1,19
006812.txt,424,187,476,224,1.68,-6,1,28
006813.txt,422,170,518,236,-1.4,-3,1,18
006813.txt,884,143,952,201,-0.21,9,0,21
006813.txt,817,147,872,198,-0.36,8,0,26
006813.txt,528,161,555,213,0.65,-2,1,25
006813.txt,680,158,717,193,-0.53,4,0,35
006813.txt,253,176,284,221,0.59,-12,1,27
006813.txt,243,178,275,222,0.57,-13,1,26
006813.txt,351,170,371,215,-2.85,-8,1,25
006813.txt,342,168,365,222,-3.09,-8,1,24
